Date,time2,Burst_average,Surface,Transmission,Noon_percent,Kd_PAR,Noon_Kd,time
unitless,unitless,umol photons per square meter per second,umol photons per square meter per second,percent,percent,umol photons per square meter per second,umol photons per square meter per second,UTC
2014-11-15,18:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-15T18:00:00Z
2014-11-15,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-15T19:30:00Z
2014-11-15,21:00:00,0,1,10.0,NaN,0.121,NaN,2014-11-15T21:00:00Z
2014-11-15,22:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-15T22:30:00Z
2014-11-16,0:00:00,0,1,13.4,NaN,0.105,NaN,2014-11-16T00:00:00Z
2014-11-16,1:30:00,0,1,15.1,NaN,0.099,NaN,2014-11-16T01:30:00Z
2014-11-16,3:00:00,0,1,13.3,NaN,0.105,NaN,2014-11-16T03:00:00Z
2014-11-16,4:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-16T04:30:00Z
2014-11-16,6:00:00,0,1,15.1,NaN,0.099,NaN,2014-11-16T06:00:00Z
2014-11-16,7:30:00,7,401,1.7,NaN,0.212,NaN,2014-11-16T07:30:00Z
2014-11-16,9:00:00,21,419,5.0,NaN,0.156,NaN,2014-11-16T09:00:00Z
2014-11-16,10:30:00,80,1576,5.1,NaN,0.156,NaN,2014-11-16T10:30:00Z
2014-11-16,12:00:00,93,1251,7.4,5.4,0.136,0.155,2014-11-16T12:00:00Z
2014-11-16,13:30:00,67,1819,3.7,NaN,0.172,NaN,2014-11-16T13:30:00Z
2014-11-16,15:00:00,40,1149,3.5,NaN,0.176,NaN,2014-11-16T15:00:00Z
2014-11-16,16:30:00,12,216,5.5,NaN,0.152,NaN,2014-11-16T16:30:00Z
2014-11-16,18:00:00,0,1,17.6,NaN,0.091,NaN,2014-11-16T18:00:00Z
2014-11-16,19:30:00,0,1,15.8,NaN,0.096,NaN,2014-11-16T19:30:00Z
2014-11-16,21:00:00,0,1,15.1,NaN,0.099,NaN,2014-11-16T21:00:00Z
2014-11-16,22:30:00,0,1,14.3,NaN,0.102,NaN,2014-11-16T22:30:00Z
2014-11-17,0:00:00,0,1,16.0,NaN,0.096,NaN,2014-11-17T00:00:00Z
2014-11-17,1:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-17T01:30:00Z
2014-11-17,3:00:00,0,1,15.1,NaN,0.099,NaN,2014-11-17T03:00:00Z
2014-11-17,4:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-17T04:30:00Z
2014-11-17,6:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-17T06:00:00Z
2014-11-17,7:30:00,11,339,3.1,NaN,0.181,NaN,2014-11-17T07:30:00Z
2014-11-17,9:00:00,61,1221,5.0,NaN,0.157,NaN,2014-11-17T09:00:00Z
2014-11-17,10:30:00,101,1859,5.4,NaN,0.153,NaN,2014-11-17T10:30:00Z
2014-11-17,12:00:00,98,1179,8.3,7.5,0.13,0.137,2014-11-17T12:00:00Z
2014-11-17,13:30:00,99,1129,8.8,NaN,0.127,NaN,2014-11-17T13:30:00Z
2014-11-17,15:00:00,56,1129,5.0,NaN,0.157,NaN,2014-11-17T15:00:00Z
2014-11-17,16:30:00,22,296,7.6,NaN,0.135,NaN,2014-11-17T16:30:00Z
2014-11-17,18:00:00,0,1,16.0,NaN,0.096,NaN,2014-11-17T18:00:00Z
2014-11-17,19:30:00,0,1,9.2,NaN,0.125,NaN,2014-11-17T19:30:00Z
2014-11-17,21:00:00,0,1,16.8,NaN,0.094,NaN,2014-11-17T21:00:00Z
2014-11-17,22:30:00,0,1,15.8,NaN,0.096,NaN,2014-11-17T22:30:00Z
2014-11-18,0:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-18T00:00:00Z
2014-11-18,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-18T01:30:00Z
2014-11-18,3:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-18T03:00:00Z
2014-11-18,4:30:00,0,1,15.9,NaN,0.096,NaN,2014-11-18T04:30:00Z
2014-11-18,6:00:00,0,1,13.3,NaN,0.105,NaN,2014-11-18T06:00:00Z
2014-11-18,7:30:00,30,506,6.0,NaN,0.147,NaN,2014-11-18T07:30:00Z
2014-11-18,9:00:00,87,929,9.3,NaN,0.124,NaN,2014-11-18T09:00:00Z
2014-11-18,10:30:00,139,1699,8.2,NaN,0.131,NaN,2014-11-18T10:30:00Z
2014-11-18,12:00:00,181,1759,10.3,8.2,0.119,0.132,2014-11-18T12:00:00Z
2014-11-18,13:30:00,116,1896,6.1,NaN,0.146,NaN,2014-11-18T13:30:00Z
2014-11-18,15:00:00,36,1074,3.4,NaN,0.178,NaN,2014-11-18T15:00:00Z
2014-11-18,16:30:00,14,174,8.0,NaN,0.132,NaN,2014-11-18T16:30:00Z
2014-11-18,18:00:00,0,1,15.1,NaN,0.099,NaN,2014-11-18T18:00:00Z
2014-11-18,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-18T19:30:00Z
2014-11-18,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-18T21:00:00Z
2014-11-18,22:30:00,0,1,13.4,NaN,0.105,NaN,2014-11-18T22:30:00Z
2014-11-19,0:00:00,0,1,13.4,NaN,0.105,NaN,2014-11-19T00:00:00Z
2014-11-19,1:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-19T01:30:00Z
2014-11-19,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-19T03:00:00Z
2014-11-19,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-19T04:30:00Z
2014-11-19,6:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-19T06:00:00Z
2014-11-19,7:30:00,22,236,9.1,NaN,0.125,NaN,2014-11-19T07:30:00Z
2014-11-19,9:00:00,80,1181,6.7,NaN,0.141,NaN,2014-11-19T09:00:00Z
2014-11-19,10:30:00,116,1246,9.3,NaN,0.124,NaN,2014-11-19T10:30:00Z
2014-11-19,12:00:00,165,1809,9.1,8.7,0.125,0.128,2014-11-19T12:00:00Z
2014-11-19,13:30:00,125,1631,7.7,NaN,0.134,NaN,2014-11-19T13:30:00Z
2014-11-19,15:00:00,69,1179,5.8,NaN,0.149,NaN,2014-11-19T15:00:00Z
2014-11-19,16:30:00,11,161,7.0,NaN,0.139,NaN,2014-11-19T16:30:00Z
2014-11-19,18:00:00,0,1,17.8,NaN,0.09,NaN,2014-11-19T18:00:00Z
2014-11-19,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-19T19:30:00Z
2014-11-19,21:00:00,0,1,15.0,NaN,0.099,NaN,2014-11-19T21:00:00Z
2014-11-19,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-19T22:30:00Z
2014-11-20,0:00:00,0,1,13.3,NaN,0.105,NaN,2014-11-20T00:00:00Z
2014-11-20,1:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-20T01:30:00Z
2014-11-20,3:00:00,0,1,13.3,NaN,0.105,NaN,2014-11-20T03:00:00Z
2014-11-20,4:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-20T04:30:00Z
2014-11-20,6:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-20T06:00:00Z
2014-11-20,7:30:00,22,334,6.7,NaN,0.142,NaN,2014-11-20T07:30:00Z
2014-11-20,9:00:00,87,956,9.1,NaN,0.126,NaN,2014-11-20T09:00:00Z
2014-11-20,10:30:00,125,1784,7.0,NaN,0.139,NaN,2014-11-20T10:30:00Z
2014-11-20,12:00:00,35,1044,3.4,5.8,0.178,0.152,2014-11-20T12:00:00Z
2014-11-20,13:30:00,80,1129,7.1,NaN,0.138,NaN,2014-11-20T13:30:00Z
2014-11-20,15:00:00,43,1004,4.3,NaN,0.165,NaN,2014-11-20T15:00:00Z
2014-11-20,16:30:00,15,229,6.4,NaN,0.144,NaN,2014-11-20T16:30:00Z
2014-11-20,18:00:00,0,1,10.8,NaN,0.116,NaN,2014-11-20T18:00:00Z
2014-11-20,19:30:00,0,1,15.0,NaN,0.099,NaN,2014-11-20T19:30:00Z
2014-11-20,21:00:00,0,1,15.1,NaN,0.099,NaN,2014-11-20T21:00:00Z
2014-11-20,22:30:00,0,1,10.0,NaN,0.121,NaN,2014-11-20T22:30:00Z
2014-11-21,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-21T00:00:00Z
2014-11-21,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-11-21T01:30:00Z
2014-11-21,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-21T03:00:00Z
2014-11-21,4:30:00,0,1,10.0,NaN,0.121,NaN,2014-11-21T04:30:00Z
2014-11-21,6:00:00,0,1,12.6,NaN,0.109,NaN,2014-11-21T06:00:00Z
2014-11-21,7:30:00,15,364,4.2,NaN,0.166,NaN,2014-11-21T07:30:00Z
2014-11-21,9:00:00,31,706,4.4,NaN,0.164,NaN,2014-11-21T09:00:00Z
2014-11-21,10:30:00,81,1679,4.9,NaN,0.158,NaN,2014-11-21T10:30:00Z
2014-11-21,12:00:00,102,1776,5.8,5.3,0.149,0.154,2014-11-21T12:00:00Z
2014-11-21,13:30:00,81,1524,5.3,NaN,0.154,NaN,2014-11-21T13:30:00Z
2014-11-21,15:00:00,44,1309,3.4,NaN,0.177,NaN,2014-11-21T15:00:00Z
2014-11-21,16:30:00,13,221,6.0,NaN,0.147,NaN,2014-11-21T16:30:00Z
2014-11-21,18:00:00,0,1,15.1,NaN,0.099,NaN,2014-11-21T18:00:00Z
2014-11-21,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-21T19:30:00Z
2014-11-21,21:00:00,0,1,14.3,NaN,0.102,NaN,2014-11-21T21:00:00Z
2014-11-21,22:30:00,0,1,15.0,NaN,0.099,NaN,2014-11-21T22:30:00Z
2014-11-22,0:00:00,0,1,13.3,NaN,0.105,NaN,2014-11-22T00:00:00Z
2014-11-22,1:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-22T01:30:00Z
2014-11-22,3:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-22T03:00:00Z
2014-11-22,4:30:00,0,1,15.2,NaN,0.099,NaN,2014-11-22T04:30:00Z
2014-11-22,6:00:00,0,1,15.0,NaN,0.099,NaN,2014-11-22T06:00:00Z
2014-11-22,7:30:00,2,29,8.1,NaN,0.131,NaN,2014-11-22T07:30:00Z
2014-11-22,9:00:00,28,344,8.1,NaN,0.131,NaN,2014-11-22T09:00:00Z
2014-11-22,10:30:00,20,304,6.5,NaN,0.143,NaN,2014-11-22T10:30:00Z
2014-11-22,12:00:00,102,1534,6.7,6.2,0.142,0.145,2014-11-22T12:00:00Z
2014-11-22,13:30:00,90,1619,5.5,NaN,0.151,NaN,2014-11-22T13:30:00Z
2014-11-22,15:00:00,25,509,4.8,NaN,0.159,NaN,2014-11-22T15:00:00Z
2014-11-22,16:30:00,10,174,5.5,NaN,0.152,NaN,2014-11-22T16:30:00Z
2014-11-22,18:00:00,0,1,14.3,NaN,0.102,NaN,2014-11-22T18:00:00Z
2014-11-22,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-22T19:30:00Z
2014-11-22,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-22T21:00:00Z
2014-11-22,22:30:00,0,1,10.8,NaN,0.117,NaN,2014-11-22T22:30:00Z
2014-11-23,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-23T00:00:00Z
2014-11-23,1:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-23T01:30:00Z
2014-11-23,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-23T03:00:00Z
2014-11-23,4:30:00,0,1,13.4,NaN,0.105,NaN,2014-11-23T04:30:00Z
2014-11-23,6:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-23T06:00:00Z
2014-11-23,7:30:00,8,156,5.2,NaN,0.154,NaN,2014-11-23T07:30:00Z
2014-11-23,9:00:00,56,826,6.8,NaN,0.14,NaN,2014-11-23T09:00:00Z
2014-11-23,10:30:00,102,1666,6.1,NaN,0.146,NaN,2014-11-23T10:30:00Z
2014-11-23,12:00:00,121,1911,6.3,6.1,0.145,0.146,2014-11-23T12:00:00Z
2014-11-23,13:30:00,101,1701,5.9,NaN,0.148,NaN,2014-11-23T13:30:00Z
2014-11-23,15:00:00,55,1209,4.5,NaN,0.162,NaN,2014-11-23T15:00:00Z
2014-11-23,16:30:00,17,164,10.4,NaN,0.119,NaN,2014-11-23T16:30:00Z
2014-11-23,18:00:00,0,1,12.6,NaN,0.109,NaN,2014-11-23T18:00:00Z
2014-11-23,19:30:00,0,1,13.4,NaN,0.105,NaN,2014-11-23T19:30:00Z
2014-11-23,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-23T21:00:00Z
2014-11-23,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-23T22:30:00Z
2014-11-24,0:00:00,0,1,13.3,NaN,0.105,NaN,2014-11-24T00:00:00Z
2014-11-24,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-24T01:30:00Z
2014-11-24,3:00:00,0,1,14.3,NaN,0.102,NaN,2014-11-24T03:00:00Z
2014-11-24,4:30:00,0,1,17.6,NaN,0.091,NaN,2014-11-24T04:30:00Z
2014-11-24,6:00:00,0,1,15.8,NaN,0.096,NaN,2014-11-24T06:00:00Z
2014-11-24,7:30:00,13,251,5.2,NaN,0.154,NaN,2014-11-24T07:30:00Z
2014-11-24,9:00:00,22,619,3.6,NaN,0.174,NaN,2014-11-24T09:00:00Z
2014-11-24,10:30:00,50,714,7.0,NaN,0.139,NaN,2014-11-24T10:30:00Z
2014-11-24,12:00:00,85,1716,5.0,5.2,0.157,0.156,2014-11-24T12:00:00Z
2014-11-24,13:30:00,50,1351,3.7,NaN,0.173,NaN,2014-11-24T13:30:00Z
2014-11-24,15:00:00,54,1306,4.1,NaN,0.167,NaN,2014-11-24T15:00:00Z
2014-11-24,16:30:00,17,214,7.9,NaN,0.133,NaN,2014-11-24T16:30:00Z
2014-11-24,18:00:00,0,1,15.0,NaN,0.099,NaN,2014-11-24T18:00:00Z
2014-11-24,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-24T19:30:00Z
2014-11-24,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-24T21:00:00Z
2014-11-24,22:30:00,0,1,10.8,NaN,0.116,NaN,2014-11-24T22:30:00Z
2014-11-25,0:00:00,0,1,13.4,NaN,0.105,NaN,2014-11-25T00:00:00Z
2014-11-25,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-11-25T01:30:00Z
2014-11-25,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-25T03:00:00Z
2014-11-25,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-25T04:30:00Z
2014-11-25,6:00:00,0,1,16.8,NaN,0.094,NaN,2014-11-25T06:00:00Z
2014-11-25,7:30:00,11,349,3.0,NaN,0.183,NaN,2014-11-25T07:30:00Z
2014-11-25,9:00:00,40,241,16.4,NaN,0.095,NaN,2014-11-25T09:00:00Z
2014-11-25,10:30:00,81,1361,6.0,NaN,0.148,NaN,2014-11-25T10:30:00Z
2014-11-25,12:00:00,104,1671,6.2,5.3,0.145,0.155,2014-11-25T12:00:00Z
2014-11-25,13:30:00,64,1671,3.8,NaN,0.171,NaN,2014-11-25T13:30:00Z
2014-11-25,15:00:00,39,1011,3.9,NaN,0.17,NaN,2014-11-25T15:00:00Z
2014-11-25,16:30:00,14,201,6.7,NaN,0.141,NaN,2014-11-25T16:30:00Z
2014-11-25,18:00:00,0,1,14.3,NaN,0.102,NaN,2014-11-25T18:00:00Z
2014-11-25,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-25T19:30:00Z
2014-11-25,21:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-25T21:00:00Z
2014-11-25,22:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-25T22:30:00Z
2014-11-26,0:00:00,0,1,10.8,NaN,0.116,NaN,2014-11-26T00:00:00Z
2014-11-26,1:30:00,0,1,13.4,NaN,0.105,NaN,2014-11-26T01:30:00Z
2014-11-26,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-26T03:00:00Z
2014-11-26,4:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-26T04:30:00Z
2014-11-26,6:00:00,0,1,10.8,NaN,0.116,NaN,2014-11-26T06:00:00Z
2014-11-26,7:30:00,11,301,3.7,NaN,0.173,NaN,2014-11-26T07:30:00Z
2014-11-26,9:00:00,56,1334,4.2,NaN,0.166,NaN,2014-11-26T09:00:00Z
2014-11-26,10:30:00,74,1579,4.7,NaN,0.16,NaN,2014-11-26T10:30:00Z
2014-11-26,12:00:00,111,1966,5.7,5.3,0.15,0.154,2014-11-26T12:00:00Z
2014-11-26,13:30:00,92,1714,5.4,NaN,0.153,NaN,2014-11-26T13:30:00Z
2014-11-26,15:00:00,67,1226,5.5,NaN,0.152,NaN,2014-11-26T15:00:00Z
2014-11-26,16:30:00,20,199,10.0,NaN,0.121,NaN,2014-11-26T16:30:00Z
2014-11-26,18:00:00,0,1,16.8,NaN,0.094,NaN,2014-11-26T18:00:00Z
2014-11-26,19:30:00,0,1,16.8,NaN,0.093,NaN,2014-11-26T19:30:00Z
2014-11-26,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-26T21:00:00Z
2014-11-26,22:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-26T22:30:00Z
2014-11-27,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-27T00:00:00Z
2014-11-27,1:30:00,0,1,13.4,NaN,0.105,NaN,2014-11-27T01:30:00Z
2014-11-27,3:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-27T03:00:00Z
2014-11-27,4:30:00,0,1,13.4,NaN,0.105,NaN,2014-11-27T04:30:00Z
2014-11-27,6:00:00,-1,1,0.0,NaN,0.0,NaN,2014-11-27T06:00:00Z
2014-11-27,7:30:00,12,179,6.9,NaN,0.14,NaN,2014-11-27T07:30:00Z
2014-11-27,9:00:00,40,586,6.8,NaN,0.141,NaN,2014-11-27T09:00:00Z
2014-11-27,10:30:00,121,1584,7.7,NaN,0.135,NaN,2014-11-27T10:30:00Z
2014-11-27,12:00:00,134,1844,7.3,7.7,0.137,0.134,2014-11-27T12:00:00Z
2014-11-27,13:30:00,95,1146,8.3,NaN,0.13,NaN,2014-11-27T13:30:00Z
2014-11-27,15:00:00,66,1269,5.2,NaN,0.155,NaN,2014-11-27T15:00:00Z
2014-11-27,16:30:00,25,166,15.2,NaN,0.099,NaN,2014-11-27T16:30:00Z
2014-11-27,18:00:00,0,1,16.8,NaN,0.094,NaN,2014-11-27T18:00:00Z
2014-11-27,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-27T19:30:00Z
2014-11-27,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-27T21:00:00Z
2014-11-27,22:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-27T22:30:00Z
2014-11-28,0:00:00,0,1,13.4,NaN,0.105,NaN,2014-11-28T00:00:00Z
2014-11-28,1:30:00,0,1,11.8,NaN,0.112,NaN,2014-11-28T01:30:00Z
2014-11-28,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-28T03:00:00Z
2014-11-28,4:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-28T04:30:00Z
2014-11-28,6:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-28T06:00:00Z
2014-11-28,7:30:00,14,351,4.1,NaN,0.168,NaN,2014-11-28T07:30:00Z
2014-11-28,9:00:00,54,1076,5.0,NaN,0.156,NaN,2014-11-28T09:00:00Z
2014-11-28,10:30:00,94,1599,5.9,NaN,0.149,NaN,2014-11-28T10:30:00Z
2014-11-28,12:00:00,107,1801,5.9,5.7,0.148,0.15,2014-11-28T12:00:00Z
2014-11-28,13:30:00,87,1656,5.2,NaN,0.154,NaN,2014-11-28T13:30:00Z
2014-11-28,15:00:00,49,1191,4.1,NaN,0.167,NaN,2014-11-28T15:00:00Z
2014-11-28,16:30:00,16,176,8.9,NaN,0.127,NaN,2014-11-28T16:30:00Z
2014-11-28,18:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-28T18:00:00Z
2014-11-28,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-28T19:30:00Z
2014-11-28,21:00:00,0,1,12.6,NaN,0.109,NaN,2014-11-28T21:00:00Z
2014-11-28,22:30:00,0,1,10.8,NaN,0.116,NaN,2014-11-28T22:30:00Z
2014-11-29,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-29T00:00:00Z
2014-11-29,1:30:00,0,1,10.0,NaN,0.121,NaN,2014-11-29T01:30:00Z
2014-11-29,3:00:00,0,1,15.8,NaN,0.096,NaN,2014-11-29T03:00:00Z
2014-11-29,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-29T04:30:00Z
2014-11-29,6:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-29T06:00:00Z
2014-11-29,7:30:00,12,331,3.6,NaN,0.175,NaN,2014-11-29T07:30:00Z
2014-11-29,9:00:00,49,1181,4.2,NaN,0.166,NaN,2014-11-29T09:00:00Z
2014-11-29,10:30:00,52,1134,4.6,NaN,0.162,NaN,2014-11-29T10:30:00Z
2014-11-29,12:00:00,87,1846,4.7,4.5,0.16,0.162,2014-11-29T12:00:00Z
2014-11-29,13:30:00,74,1726,4.3,NaN,0.165,NaN,2014-11-29T13:30:00Z
2014-11-29,15:00:00,49,1389,3.5,NaN,0.175,NaN,2014-11-29T15:00:00Z
2014-11-29,16:30:00,16,174,9.5,NaN,0.123,NaN,2014-11-29T16:30:00Z
2014-11-29,18:00:00,0,1,13.4,NaN,0.105,NaN,2014-11-29T18:00:00Z
2014-11-29,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-29T19:30:00Z
2014-11-29,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-11-29T21:00:00Z
2014-11-29,22:30:00,0,1,14.2,NaN,0.102,NaN,2014-11-29T22:30:00Z
2014-11-30,0:00:00,0,1,14.3,NaN,0.102,NaN,2014-11-30T00:00:00Z
2014-11-30,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-11-30T01:30:00Z
2014-11-30,3:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-30T03:00:00Z
2014-11-30,4:30:00,0,1,12.6,NaN,0.109,NaN,2014-11-30T04:30:00Z
2014-11-30,6:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-30T06:00:00Z
2014-11-30,7:30:00,6,91,7.0,NaN,0.139,NaN,2014-11-30T07:30:00Z
2014-11-30,9:00:00,49,1056,4.6,NaN,0.161,NaN,2014-11-30T09:00:00Z
2014-11-30,10:30:00,72,1621,4.5,NaN,0.163,NaN,2014-11-30T10:30:00Z
2014-11-30,12:00:00,89,1801,4.9,4.3,0.158,0.165,2014-11-30T12:00:00Z
2014-11-30,13:30:00,71,1949,3.6,NaN,0.174,NaN,2014-11-30T13:30:00Z
2014-11-30,15:00:00,37,1029,3.6,NaN,0.174,NaN,2014-11-30T15:00:00Z
2014-11-30,16:30:00,16,269,6.0,NaN,0.148,NaN,2014-11-30T16:30:00Z
2014-11-30,18:00:00,0,1,14.2,NaN,0.102,NaN,2014-11-30T18:00:00Z
2014-11-30,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-11-30T19:30:00Z
2014-11-30,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-11-30T21:00:00Z
2014-11-30,22:30:00,0,1,13.3,NaN,0.105,NaN,2014-11-30T22:30:00Z
2014-12-01,0:00:00,0,1,14.2,NaN,0.102,NaN,2014-12-01T00:00:00Z
2014-12-01,1:30:00,0,1,10.0,NaN,0.121,NaN,2014-12-01T01:30:00Z
2014-12-01,3:00:00,0,1,10.0,NaN,0.121,NaN,2014-12-01T03:00:00Z
2014-12-01,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-12-01T04:30:00Z
2014-12-01,6:00:00,0,1,9.2,NaN,0.125,NaN,2014-12-01T06:00:00Z
2014-12-01,7:30:00,15,241,6.1,NaN,0.147,NaN,2014-12-01T07:30:00Z
2014-12-01,9:00:00,63,1329,4.8,NaN,0.159,NaN,2014-12-01T09:00:00Z
2014-12-01,10:30:00,84,1479,5.7,NaN,0.15,NaN,2014-12-01T10:30:00Z
2014-12-01,12:00:00,129,1556,8.3,7.2,0.13,0.138,2014-12-01T12:00:00Z
2014-12-01,13:30:00,135,1751,7.7,NaN,0.134,NaN,2014-12-01T13:30:00Z
2014-12-01,15:00:00,74,1359,5.5,NaN,0.152,NaN,2014-12-01T15:00:00Z
2014-12-01,16:30:00,19,214,8.8,NaN,0.127,NaN,2014-12-01T16:30:00Z
2014-12-01,18:00:00,0,1,15.9,NaN,0.096,NaN,2014-12-01T18:00:00Z
2014-12-01,19:30:00,0,1,13.3,NaN,0.105,NaN,2014-12-01T19:30:00Z
2014-12-01,21:00:00,0,1,13.3,NaN,0.105,NaN,2014-12-01T21:00:00Z
2014-12-01,22:30:00,0,1,14.2,NaN,0.102,NaN,2014-12-01T22:30:00Z
2014-12-02,0:00:00,0,1,1.0,NaN,0.241,NaN,2014-12-02T00:00:00Z
2014-12-02,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-12-02T01:30:00Z
2014-12-02,3:00:00,0,1,13.4,NaN,0.105,NaN,2014-12-02T03:00:00Z
2014-12-02,4:30:00,0,1,12.5,NaN,0.109,NaN,2014-12-02T04:30:00Z
2014-12-02,6:00:00,0,1,14.3,NaN,0.102,NaN,2014-12-02T06:00:00Z
2014-12-02,7:30:00,17,341,5.1,NaN,0.156,NaN,2014-12-02T07:30:00Z
2014-12-02,9:00:00,84,661,12.8,NaN,0.108,NaN,2014-12-02T09:00:00Z
2014-12-02,10:30:00,123,1456,8.5,NaN,0.129,NaN,2014-12-02T10:30:00Z
2014-12-02,12:00:00,147,1834,8.0,8.0,0.132,0.133,2014-12-02T12:00:00Z
2014-12-02,13:30:00,137,1854,7.4,NaN,0.136,NaN,2014-12-02T13:30:00Z
2014-12-02,15:00:00,66,1174,5.6,NaN,0.151,NaN,2014-12-02T15:00:00Z
2014-12-02,16:30:00,18,129,14.2,NaN,0.102,NaN,2014-12-02T16:30:00Z
2014-12-02,18:00:00,0,1,12.5,NaN,0.109,NaN,2014-12-02T18:00:00Z
2014-12-02,19:30:00,0,1,10.0,NaN,0.121,NaN,2014-12-02T19:30:00Z
2014-12-02,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-12-02T21:00:00Z
2014-12-02,22:30:00,0,1,10.0,NaN,0.121,NaN,2014-12-02T22:30:00Z
2014-12-03,0:00:00,0,1,10.0,NaN,0.121,NaN,2014-12-03T00:00:00Z
2014-12-03,1:30:00,0,1,12.5,NaN,0.109,NaN,2014-12-03T01:30:00Z
2014-12-03,3:00:00,0,1,13.3,NaN,0.105,NaN,2014-12-03T03:00:00Z
2014-12-03,4:30:00,0,1,13.4,NaN,0.105,NaN,2014-12-03T04:30:00Z
2014-12-03,6:00:00,0,1,12.5,NaN,0.109,NaN,2014-12-03T06:00:00Z
2014-12-03,7:30:00,12,191,6.3,NaN,0.145,NaN,2014-12-03T07:30:00Z
2014-12-03,9:00:00,71,1021,6.9,NaN,0.14,NaN,2014-12-03T09:00:00Z
2014-12-03,10:30:00,121,1521,7.9,NaN,0.133,NaN,2014-12-03T10:30:00Z
2014-12-03,12:00:00,138,2016,6.8,7.0,0.14,0.139,2014-12-03T12:00:00Z
2014-12-03,13:30:00,112,1779,6.3,NaN,0.145,NaN,2014-12-03T13:30:00Z
2014-12-03,15:00:00,44,914,4.8,NaN,0.158,NaN,2014-12-03T15:00:00Z
