Date,time2,Burst_average,Surface,Transmission,Noon_percent,Kd_PAR,Noon_Kd,time
unitless,unitless,umol photons per square meter per second,umol photons per square meter per second,percent,percent,umol photons per square meter per second,umol photons per square meter per second,UTC
2014-08-23,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-08-23T00:00:00Z
2014-08-23,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-23T01:30:00Z
2014-08-23,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-23T03:00:00Z
2014-08-23,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-08-23T04:30:00Z
2014-08-23,6:00:00,1,1,55.2,NaN,0.031,NaN,2014-08-23T06:00:00Z
2014-08-23,7:30:00,60,476,12.7,NaN,0.108,NaN,2014-08-23T07:30:00Z
2014-08-23,9:00:00,155,866,17.9,NaN,0.09,NaN,2014-08-23T09:00:00Z
2014-08-23,10:30:00,149,1756,8.5,NaN,0.129,NaN,2014-08-23T10:30:00Z
2014-08-23,12:00:00,324,2554,12.7,10.5,0.108,0.119,2014-08-23T12:00:00Z
2014-08-23,13:30:00,186,1796,10.3,NaN,0.119,NaN,2014-08-23T13:30:00Z
2014-08-23,15:00:00,90,741,12.2,NaN,0.11,NaN,2014-08-23T15:00:00Z
2014-08-23,16:30:00,68,836,8.1,NaN,0.132,NaN,2014-08-23T16:30:00Z
2014-08-23,18:00:00,8,89,9.3,NaN,0.124,NaN,2014-08-23T18:00:00Z
2014-08-23,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-08-23T19:30:00Z
2014-08-23,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-23T21:00:00Z
2014-08-23,22:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-23T22:30:00Z
2014-08-24,0:00:00,0,1,10.8,NaN,0.116,NaN,2014-08-24T00:00:00Z
2014-08-24,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-08-24T01:30:00Z
2014-08-24,3:00:00,0,1,10.0,NaN,0.121,NaN,2014-08-24T03:00:00Z
2014-08-24,4:30:00,0,1,9.2,NaN,0.125,NaN,2014-08-24T04:30:00Z
2014-08-24,6:00:00,1,6,22.1,NaN,0.079,NaN,2014-08-24T06:00:00Z
2014-08-24,7:30:00,47,254,18.5,NaN,0.088,NaN,2014-08-24T07:30:00Z
2014-08-24,9:00:00,185,1144,16.1,NaN,0.096,NaN,2014-08-24T09:00:00Z
2014-08-24,10:30:00,318,1959,16.2,NaN,0.095,NaN,2014-08-24T10:30:00Z
2014-08-24,12:00:00,263,1714,15.3,15.7,0.098,0.097,2014-08-24T12:00:00Z
2014-08-24,13:30:00,332,2134,15.6,NaN,0.097,NaN,2014-08-24T13:30:00Z
2014-08-24,15:00:00,224,1706,13.1,NaN,0.106,NaN,2014-08-24T15:00:00Z
2014-08-24,16:30:00,109,811,13.4,NaN,0.105,NaN,2014-08-24T16:30:00Z
2014-08-24,18:00:00,31,239,12.9,NaN,0.107,NaN,2014-08-24T18:00:00Z
2014-08-24,19:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-24T19:30:00Z
2014-08-24,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-08-24T21:00:00Z
2014-08-24,22:30:00,0,1,11.7,NaN,0.112,NaN,2014-08-24T22:30:00Z
2014-08-25,0:00:00,0,1,11.8,NaN,0.112,NaN,2014-08-25T00:00:00Z
2014-08-25,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-25T01:30:00Z
2014-08-25,3:00:00,0,1,10.0,NaN,0.121,NaN,2014-08-25T03:00:00Z
2014-08-25,4:30:00,0,1,12.5,NaN,0.109,NaN,2014-08-25T04:30:00Z
2014-08-25,6:00:00,1,6,22.9,NaN,0.077,NaN,2014-08-25T06:00:00Z
2014-08-25,7:30:00,54,606,9.0,NaN,0.126,NaN,2014-08-25T07:30:00Z
2014-08-25,9:00:00,163,1246,13.1,NaN,0.107,NaN,2014-08-25T09:00:00Z
2014-08-25,10:30:00,221,2254,9.8,NaN,0.122,NaN,2014-08-25T10:30:00Z
2014-08-25,12:00:00,350,2081,16.8,13.7,0.093,0.105,2014-08-25T12:00:00Z
2014-08-25,13:30:00,318,2191,14.5,NaN,0.101,NaN,2014-08-25T13:30:00Z
2014-08-25,15:00:00,188,1879,10.0,NaN,0.12,NaN,2014-08-25T15:00:00Z
2014-08-25,16:30:00,90,1034,8.7,NaN,0.128,NaN,2014-08-25T16:30:00Z
2014-08-25,18:00:00,19,111,16.9,NaN,0.093,NaN,2014-08-25T18:00:00Z
2014-08-25,19:30:00,0,1,9.2,NaN,0.125,NaN,2014-08-25T19:30:00Z
2014-08-25,21:00:00,0,1,9.2,NaN,0.125,NaN,2014-08-25T21:00:00Z
2014-08-25,22:30:00,0,1,10.0,NaN,0.121,NaN,2014-08-25T22:30:00Z
2014-08-26,0:00:00,0,1,9.2,NaN,0.125,NaN,2014-08-26T00:00:00Z
2014-08-26,1:30:00,0,1,12.5,NaN,0.109,NaN,2014-08-26T01:30:00Z
2014-08-26,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-26T03:00:00Z
2014-08-26,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-08-26T04:30:00Z
2014-08-26,6:00:00,1,4,33.2,NaN,0.058,NaN,2014-08-26T06:00:00Z
2014-08-26,7:30:00,68,664,10.2,NaN,0.12,NaN,2014-08-26T07:30:00Z
2014-08-26,9:00:00,187,1424,13.1,NaN,0.106,NaN,2014-08-26T09:00:00Z
2014-08-26,10:30:00,239,1991,12.0,NaN,0.111,NaN,2014-08-26T10:30:00Z
2014-08-26,12:00:00,373,2176,17.1,15.2,0.092,0.099,2014-08-26T12:00:00Z
2014-08-26,13:30:00,338,2049,16.5,NaN,0.094,NaN,2014-08-26T13:30:00Z
2014-08-26,15:00:00,204,1681,12.1,NaN,0.11,NaN,2014-08-26T15:00:00Z
2014-08-26,16:30:00,101,949,10.7,NaN,0.117,NaN,2014-08-26T16:30:00Z
2014-08-26,18:00:00,18,124,14.5,NaN,0.101,NaN,2014-08-26T18:00:00Z
2014-08-26,19:30:00,0,1,13.4,NaN,0.105,NaN,2014-08-26T19:30:00Z
2014-08-26,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-08-26T21:00:00Z
2014-08-26,22:30:00,0,1,13.3,NaN,0.105,NaN,2014-08-26T22:30:00Z
2014-08-27,0:00:00,0,1,10.8,NaN,0.116,NaN,2014-08-27T00:00:00Z
2014-08-27,1:30:00,0,1,14.2,NaN,0.102,NaN,2014-08-27T01:30:00Z
2014-08-27,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-27T03:00:00Z
2014-08-27,4:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-27T04:30:00Z
2014-08-27,6:00:00,1,4,35.5,NaN,0.054,NaN,2014-08-27T06:00:00Z
2014-08-27,7:30:00,44,396,11.1,NaN,0.115,NaN,2014-08-27T07:30:00Z
2014-08-27,9:00:00,103,769,13.5,NaN,0.105,NaN,2014-08-27T09:00:00Z
2014-08-27,10:30:00,213,1474,14.4,NaN,0.101,NaN,2014-08-27T10:30:00Z
2014-08-27,12:00:00,259,2294,11.3,16.1,0.114,0.098,2014-08-27T12:00:00Z
2014-08-27,13:30:00,284,1259,22.6,NaN,0.078,NaN,2014-08-27T13:30:00Z
2014-08-27,15:00:00,192,1556,12.4,NaN,0.109,NaN,2014-08-27T15:00:00Z
2014-08-27,16:30:00,112,646,17.3,NaN,0.092,NaN,2014-08-27T16:30:00Z
2014-08-27,18:00:00,19,134,14.0,NaN,0.103,NaN,2014-08-27T18:00:00Z
2014-08-27,19:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-27T19:30:00Z
2014-08-27,21:00:00,0,1,9.2,NaN,0.125,NaN,2014-08-27T21:00:00Z
2014-08-27,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-08-27T22:30:00Z
2014-08-28,0:00:00,0,1,9.2,NaN,0.125,NaN,2014-08-28T00:00:00Z
2014-08-28,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-28T01:30:00Z
2014-08-28,3:00:00,0,1,12.6,NaN,0.109,NaN,2014-08-28T03:00:00Z
2014-08-28,4:30:00,0,1,14.2,NaN,0.102,NaN,2014-08-28T04:30:00Z
2014-08-28,6:00:00,1,6,21.2,NaN,0.081,NaN,2014-08-28T06:00:00Z
2014-08-28,7:30:00,49,319,15.5,NaN,0.098,NaN,2014-08-28T07:30:00Z
2014-08-28,9:00:00,181,1381,13.1,NaN,0.107,NaN,2014-08-28T09:00:00Z
2014-08-28,10:30:00,338,2201,15.3,NaN,0.098,NaN,2014-08-28T10:30:00Z
2014-08-28,12:00:00,328,2001,16.4,12.8,0.095,0.112,2014-08-28T12:00:00Z
2014-08-28,13:30:00,143,2174,6.6,NaN,0.142,NaN,2014-08-28T13:30:00Z
2014-08-28,15:00:00,212,1839,11.5,NaN,0.113,NaN,2014-08-28T15:00:00Z
2014-08-28,16:30:00,107,749,14.3,NaN,0.102,NaN,2014-08-28T16:30:00Z
2014-08-28,18:00:00,10,79,13.1,NaN,0.106,NaN,2014-08-28T18:00:00Z
2014-08-28,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-08-28T19:30:00Z
2014-08-28,21:00:00,0,1,10.8,NaN,0.116,NaN,2014-08-28T21:00:00Z
2014-08-28,22:30:00,0,1,9.2,NaN,0.125,NaN,2014-08-28T22:30:00Z
2014-08-29,0:00:00,0,1,10.0,NaN,0.121,NaN,2014-08-29T00:00:00Z
2014-08-29,1:30:00,0,1,10.0,NaN,0.121,NaN,2014-08-29T01:30:00Z
2014-08-29,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-29T03:00:00Z
2014-08-29,4:30:00,0,1,13.4,NaN,0.105,NaN,2014-08-29T04:30:00Z
2014-08-29,6:00:00,1,1,82.0,NaN,0.01,NaN,2014-08-29T06:00:00Z
2014-08-29,7:30:00,98,701,13.9,NaN,0.103,NaN,2014-08-29T07:30:00Z
2014-08-29,9:00:00,143,1606,8.9,NaN,0.127,NaN,2014-08-29T09:00:00Z
2014-08-29,10:30:00,267,2174,12.3,NaN,0.11,NaN,2014-08-29T10:30:00Z
2014-08-29,12:00:00,124,1686,7.3,13.5,0.137,0.11,2014-08-29T12:00:00Z
2014-08-29,13:30:00,210,1006,20.9,NaN,0.082,NaN,2014-08-29T13:30:00Z
2014-08-29,15:00:00,275,1834,15.0,NaN,0.099,NaN,2014-08-29T15:00:00Z
2014-08-29,16:30:00,114,909,12.6,NaN,0.109,NaN,2014-08-29T16:30:00Z
2014-08-29,18:00:00,16,111,14.5,NaN,0.101,NaN,2014-08-29T18:00:00Z
2014-08-29,19:30:00,0,1,14.3,NaN,0.102,NaN,2014-08-29T19:30:00Z
2014-08-29,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-29T21:00:00Z
2014-08-29,22:30:00,0,1,10.0,NaN,0.121,NaN,2014-08-29T22:30:00Z
2014-08-30,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-08-30T00:00:00Z
2014-08-30,1:30:00,0,1,11.8,NaN,0.112,NaN,2014-08-30T01:30:00Z
2014-08-30,3:00:00,0,1,10.8,NaN,0.116,NaN,2014-08-30T03:00:00Z
2014-08-30,4:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-30T04:30:00Z
2014-08-30,6:00:00,1,1,114.9,NaN,-0.007,NaN,2014-08-30T06:00:00Z
2014-08-30,7:30:00,66,626,10.5,NaN,0.118,NaN,2014-08-30T07:30:00Z
2014-08-30,9:00:00,186,1389,13.4,NaN,0.105,NaN,2014-08-30T09:00:00Z
2014-08-30,10:30:00,307,2041,15.0,NaN,0.099,NaN,2014-08-30T10:30:00Z
2014-08-30,12:00:00,358,2176,16.5,15.5,0.094,0.098,2014-08-30T12:00:00Z
2014-08-30,13:30:00,322,2129,15.1,NaN,0.099,NaN,2014-08-30T13:30:00Z
2014-08-30,15:00:00,175,1484,11.8,NaN,0.112,NaN,2014-08-30T15:00:00Z
2014-08-30,16:30:00,62,674,9.2,NaN,0.125,NaN,2014-08-30T16:30:00Z
2014-08-30,18:00:00,10,61,15.6,NaN,0.097,NaN,2014-08-30T18:00:00Z
2014-08-30,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-08-30T19:30:00Z
2014-08-30,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-30T21:00:00Z
2014-08-30,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-08-30T22:30:00Z
2014-08-31,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-31T00:00:00Z
2014-08-31,1:30:00,0,1,13.3,NaN,0.105,NaN,2014-08-31T01:30:00Z
2014-08-31,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-31T03:00:00Z
2014-08-31,4:30:00,0,1,15.9,NaN,0.096,NaN,2014-08-31T04:30:00Z
2014-08-31,6:00:00,1,4,36.7,NaN,0.053,NaN,2014-08-31T06:00:00Z
2014-08-31,7:30:00,73,639,11.4,NaN,0.114,NaN,2014-08-31T07:30:00Z
2014-08-31,9:00:00,119,1026,11.6,NaN,0.113,NaN,2014-08-31T09:00:00Z
2014-08-31,10:30:00,341,1461,23.3,NaN,0.076,NaN,2014-08-31T10:30:00Z
2014-08-31,12:00:00,353,2461,14.3,18.4,0.102,0.09,2014-08-31T12:00:00Z
2014-08-31,13:30:00,314,1789,17.6,NaN,0.091,NaN,2014-08-31T13:30:00Z
2014-08-31,15:00:00,238,1754,13.6,NaN,0.104,NaN,2014-08-31T15:00:00Z
2014-08-31,16:30:00,104,1044,10.0,NaN,0.121,NaN,2014-08-31T16:30:00Z
2014-08-31,18:00:00,14,84,16.3,NaN,0.095,NaN,2014-08-31T18:00:00Z
2014-08-31,19:30:00,0,1,10.0,NaN,0.121,NaN,2014-08-31T19:30:00Z
2014-08-31,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-08-31T21:00:00Z
2014-08-31,22:30:00,0,1,10.8,NaN,0.116,NaN,2014-08-31T22:30:00Z
2014-09-01,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-01T00:00:00Z
2014-09-01,1:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-01T01:30:00Z
2014-09-01,3:00:00,0,1,10.9,NaN,0.116,NaN,2014-09-01T03:00:00Z
2014-09-01,4:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-01T04:30:00Z
2014-09-01,6:00:00,1,4,32.9,NaN,0.058,NaN,2014-09-01T06:00:00Z
2014-09-01,7:30:00,67,669,10.0,NaN,0.12,NaN,2014-09-01T07:30:00Z
2014-09-01,9:00:00,181,1424,12.7,NaN,0.108,NaN,2014-09-01T09:00:00Z
2014-09-01,10:30:00,221,1874,11.8,NaN,0.112,NaN,2014-09-01T10:30:00Z
2014-09-01,12:00:00,355,2236,15.9,15.0,0.096,0.1,2014-09-01T12:00:00Z
2014-09-01,13:30:00,345,1974,17.5,NaN,0.091,NaN,2014-09-01T13:30:00Z
2014-09-01,15:00:00,203,1659,12.2,NaN,0.11,NaN,2014-09-01T15:00:00Z
2014-09-01,16:30:00,104,354,29.3,NaN,0.064,NaN,2014-09-01T16:30:00Z
2014-09-01,18:00:00,14,116,11.8,NaN,0.112,NaN,2014-09-01T18:00:00Z
2014-09-01,19:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-01T19:30:00Z
2014-09-01,21:00:00,0,1,10.8,NaN,0.116,NaN,2014-09-01T21:00:00Z
2014-09-01,22:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-01T22:30:00Z
2014-09-02,0:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-02T00:00:00Z
2014-09-02,1:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-02T01:30:00Z
2014-09-02,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-02T03:00:00Z
2014-09-02,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-02T04:30:00Z
2014-09-02,6:00:00,1,4,27.2,NaN,0.068,NaN,2014-09-02T06:00:00Z
2014-09-02,7:30:00,61,609,9.9,NaN,0.121,NaN,2014-09-02T07:30:00Z
2014-09-02,9:00:00,160,1084,14.7,NaN,0.1,NaN,2014-09-02T09:00:00Z
2014-09-02,10:30:00,296,1929,15.3,NaN,0.098,NaN,2014-09-02T10:30:00Z
2014-09-02,12:00:00,358,2331,15.3,15.5,0.098,0.098,2014-09-02T12:00:00Z
2014-09-02,13:30:00,323,2041,15.8,NaN,0.097,NaN,2014-09-02T13:30:00Z
2014-09-02,15:00:00,164,1204,13.6,NaN,0.104,NaN,2014-09-02T15:00:00Z
2014-09-02,16:30:00,53,376,14.1,NaN,0.102,NaN,2014-09-02T16:30:00Z
2014-09-02,18:00:00,11,81,13.5,NaN,0.105,NaN,2014-09-02T18:00:00Z
2014-09-02,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-02T19:30:00Z
2014-09-02,21:00:00,0,1,9.9,NaN,0.121,NaN,2014-09-02T21:00:00Z
2014-09-02,22:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-02T22:30:00Z
2014-09-03,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-03T00:00:00Z
2014-09-03,1:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-03T01:30:00Z
2014-09-03,3:00:00,0,1,10.0,NaN,0.121,NaN,2014-09-03T03:00:00Z
2014-09-03,4:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-03T04:30:00Z
2014-09-03,6:00:00,1,4,31.0,NaN,0.061,NaN,2014-09-03T06:00:00Z
2014-09-03,7:30:00,58,446,13.1,NaN,0.106,NaN,2014-09-03T07:30:00Z
2014-09-03,9:00:00,149,766,19.4,NaN,0.086,NaN,2014-09-03T09:00:00Z
2014-09-03,10:30:00,263,1686,15.6,NaN,0.097,NaN,2014-09-03T10:30:00Z
2014-09-03,12:00:00,339,2109,16.1,15.4,0.096,0.098,2014-09-03T12:00:00Z
2014-09-03,13:30:00,289,2004,14.4,NaN,0.101,NaN,2014-09-03T13:30:00Z
2014-09-03,15:00:00,165,1279,12.9,NaN,0.107,NaN,2014-09-03T15:00:00Z
2014-09-03,16:30:00,88,824,10.6,NaN,0.117,NaN,2014-09-03T16:30:00Z
2014-09-03,18:00:00,12,91,13.6,NaN,0.105,NaN,2014-09-03T18:00:00Z
2014-09-03,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-03T19:30:00Z
2014-09-03,21:00:00,0,1,10.0,NaN,0.121,NaN,2014-09-03T21:00:00Z
2014-09-03,22:30:00,0,1,11.6,NaN,0.113,NaN,2014-09-03T22:30:00Z
2014-09-04,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-04T00:00:00Z
2014-09-04,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-04T01:30:00Z
2014-09-04,3:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-04T03:00:00Z
2014-09-04,4:30:00,0,1,12.6,NaN,0.109,NaN,2014-09-04T04:30:00Z
2014-09-04,6:00:00,1,1,74.8,NaN,0.015,NaN,2014-09-04T06:00:00Z
2014-09-04,7:30:00,57,654,8.7,NaN,0.128,NaN,2014-09-04T07:30:00Z
2014-09-04,9:00:00,197,1374,14.3,NaN,0.102,NaN,2014-09-04T09:00:00Z
2014-09-04,10:30:00,325,2016,16.1,NaN,0.095,NaN,2014-09-04T10:30:00Z
2014-09-04,12:00:00,172,1249,13.7,15.6,0.104,0.098,2014-09-04T12:00:00Z
2014-09-04,13:30:00,121,719,16.8,NaN,0.093,NaN,2014-09-04T13:30:00Z
2014-09-04,15:00:00,209,2031,10.3,NaN,0.119,NaN,2014-09-04T15:00:00Z
2014-09-04,16:30:00,62,489,12.7,NaN,0.108,NaN,2014-09-04T16:30:00Z
2014-09-04,18:00:00,12,59,21.2,NaN,0.081,NaN,2014-09-04T18:00:00Z
2014-09-04,19:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-04T19:30:00Z
2014-09-04,21:00:00,0,1,10.8,NaN,0.116,NaN,2014-09-04T21:00:00Z
2014-09-04,22:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-04T22:30:00Z
2014-09-05,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-05T00:00:00Z
2014-09-05,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-05T01:30:00Z
2014-09-05,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-05T03:00:00Z
2014-09-05,4:30:00,0,1,12.6,NaN,0.109,NaN,2014-09-05T04:30:00Z
2014-09-05,6:00:00,1,1,83.8,NaN,0.009,NaN,2014-09-05T06:00:00Z
2014-09-05,7:30:00,78,669,11.7,NaN,0.112,NaN,2014-09-05T07:30:00Z
2014-09-05,9:00:00,170,869,19.6,NaN,0.085,NaN,2014-09-05T09:00:00Z
2014-09-05,10:30:00,313,1596,19.6,NaN,0.085,NaN,2014-09-05T10:30:00Z
2014-09-05,12:00:00,399,2084,19.2,19.0,0.087,0.087,2014-09-05T12:00:00Z
2014-09-05,13:30:00,297,1626,18.3,NaN,0.089,NaN,2014-09-05T13:30:00Z
2014-09-05,15:00:00,236,1479,16.0,NaN,0.096,NaN,2014-09-05T15:00:00Z
2014-09-05,16:30:00,71,744,9.6,NaN,0.123,NaN,2014-09-05T16:30:00Z
2014-09-05,18:00:00,9,71,12.9,NaN,0.107,NaN,2014-09-05T18:00:00Z
2014-09-05,19:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-05T19:30:00Z
2014-09-05,21:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-05T21:00:00Z
2014-09-05,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-05T22:30:00Z
2014-09-06,0:00:00,0,1,10.8,NaN,0.116,NaN,2014-09-06T00:00:00Z
2014-09-06,1:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-06T01:30:00Z
2014-09-06,3:00:00,0,1,14.2,NaN,0.102,NaN,2014-09-06T03:00:00Z
2014-09-06,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-06T04:30:00Z
2014-09-06,6:00:00,1,4,33.0,NaN,0.058,NaN,2014-09-06T06:00:00Z
2014-09-06,7:30:00,41,344,11.8,NaN,0.112,NaN,2014-09-06T07:30:00Z
2014-09-06,9:00:00,175,1511,11.6,NaN,0.113,NaN,2014-09-06T09:00:00Z
2014-09-06,10:30:00,134,1206,11.1,NaN,0.115,NaN,2014-09-06T10:30:00Z
2014-09-06,12:00:00,238,1296,18.4,15.3,0.089,0.099,2014-09-06T12:00:00Z
2014-09-06,13:30:00,338,2056,16.5,NaN,0.094,NaN,2014-09-06T13:30:00Z
2014-09-06,15:00:00,190,1796,10.6,NaN,0.118,NaN,2014-09-06T15:00:00Z
2014-09-06,16:30:00,84,494,17.1,NaN,0.092,NaN,2014-09-06T16:30:00Z
2014-09-06,18:00:00,5,39,12.6,NaN,0.108,NaN,2014-09-06T18:00:00Z
2014-09-06,19:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-06T19:30:00Z
2014-09-06,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-06T21:00:00Z
2014-09-06,22:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-06T22:30:00Z
2014-09-07,0:00:00,0,1,13.4,NaN,0.105,NaN,2014-09-07T00:00:00Z
2014-09-07,1:30:00,0,1,16.8,NaN,0.094,NaN,2014-09-07T01:30:00Z
2014-09-07,3:00:00,0,1,10.8,NaN,0.116,NaN,2014-09-07T03:00:00Z
2014-09-07,4:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-07T04:30:00Z
2014-09-07,6:00:00,1,1,48.9,NaN,0.037,NaN,2014-09-07T06:00:00Z
2014-09-07,7:30:00,30,259,11.7,NaN,0.112,NaN,2014-09-07T07:30:00Z
2014-09-07,9:00:00,14,94,15.2,NaN,0.099,NaN,2014-09-07T09:00:00Z
2014-09-07,10:30:00,87,709,12.3,NaN,0.11,NaN,2014-09-07T10:30:00Z
2014-09-07,12:00:00,61,471,13.0,12.9,0.107,0.107,2014-09-07T12:00:00Z
2014-09-07,13:30:00,244,1816,13.4,NaN,0.105,NaN,2014-09-07T13:30:00Z
2014-09-07,15:00:00,65,441,14.7,NaN,0.1,NaN,2014-09-07T15:00:00Z
2014-09-07,16:30:00,35,286,12.4,NaN,0.109,NaN,2014-09-07T16:30:00Z
2014-09-07,18:00:00,6,51,11.8,NaN,0.112,NaN,2014-09-07T18:00:00Z
2014-09-07,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-07T19:30:00Z
2014-09-07,21:00:00,0,1,15.8,NaN,0.096,NaN,2014-09-07T21:00:00Z
2014-09-07,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-07T22:30:00Z
2014-09-08,0:00:00,0,1,13.4,NaN,0.105,NaN,2014-09-08T00:00:00Z
2014-09-08,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-08T01:30:00Z
2014-09-08,3:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-08T03:00:00Z
2014-09-08,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-08T04:30:00Z
2014-09-08,6:00:00,1,1,80.2,NaN,0.012,NaN,2014-09-08T06:00:00Z
2014-09-08,7:30:00,49,484,10.1,NaN,0.12,NaN,2014-09-08T07:30:00Z
2014-09-08,9:00:00,183,1304,14.0,NaN,0.103,NaN,2014-09-08T09:00:00Z
2014-09-08,10:30:00,278,1916,14.5,NaN,0.101,NaN,2014-09-08T10:30:00Z
2014-09-08,12:00:00,331,2176,15.2,14.5,0.099,0.101,2014-09-08T12:00:00Z
2014-09-08,13:30:00,282,2064,13.6,NaN,0.104,NaN,2014-09-08T13:30:00Z
2014-09-08,15:00:00,187,1499,12.5,NaN,0.109,NaN,2014-09-08T15:00:00Z
2014-09-08,16:30:00,81,871,9.2,NaN,0.125,NaN,2014-09-08T16:30:00Z
2014-09-08,18:00:00,9,79,11.3,NaN,0.114,NaN,2014-09-08T18:00:00Z
2014-09-08,19:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-08T19:30:00Z
2014-09-08,21:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-08T21:00:00Z
2014-09-08,22:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-08T22:30:00Z
2014-09-09,0:00:00,0,1,12.6,NaN,0.109,NaN,2014-09-09T00:00:00Z
2014-09-09,1:30:00,0,1,16.7,NaN,0.094,NaN,2014-09-09T01:30:00Z
2014-09-09,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-09T03:00:00Z
2014-09-09,4:30:00,0,1,14.3,NaN,0.102,NaN,2014-09-09T04:30:00Z
2014-09-09,6:00:00,1,4,25.7,NaN,0.071,NaN,2014-09-09T06:00:00Z
2014-09-09,7:30:00,49,516,9.4,NaN,0.124,NaN,2014-09-09T07:30:00Z
2014-09-09,9:00:00,160,1219,13.2,NaN,0.106,NaN,2014-09-09T09:00:00Z
2014-09-09,10:30:00,265,1274,20.8,NaN,0.082,NaN,2014-09-09T10:30:00Z
2014-09-09,12:00:00,222,1609,13.8,15.5,0.104,0.099,2014-09-09T12:00:00Z
2014-09-09,13:30:00,263,2209,11.9,NaN,0.111,NaN,2014-09-09T13:30:00Z
2014-09-09,15:00:00,175,1666,10.5,NaN,0.118,NaN,2014-09-09T15:00:00Z
2014-09-09,16:30:00,74,899,8.2,NaN,0.131,NaN,2014-09-09T16:30:00Z
2014-09-09,18:00:00,7,64,11.1,NaN,0.115,NaN,2014-09-09T18:00:00Z
2014-09-09,19:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-09T19:30:00Z
2014-09-09,21:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-09T21:00:00Z
